FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q15857425,https://www.wikidata.org/wiki/Q15857425,Ebih-il,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ebih-Il,Ebih-il,478,Ebih-Il,Q15857425,http://www.wikidata.org/entity/Q15857425,Ebih-Il,-2500-01-01T00:00:00Z,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EH,1,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,EH,477,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Eiginimpae,13,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Eiginimpae,167,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,69,E-IGI.NIM-pa'e,,,,Q13649246,,,,,,,"E-IGI.NIM-pa'e: ""69"",",7,RIME 1,1.1.7,29,E-IGI.NIM-pa'e,1,ADAB,,,,,13x,Eiginimpae,,E-IGI.NIM-paoe E1.1.7 / 29,1.1.7 / 29
,,,Elili,5,,https://cdli.mpiwg-berlin.mpg.de/artifacts/222844 | https://cdli.mpiwg-berlin.mpg.de/artifacts/222845 | https://cdli.mpiwg-berlin.mpg.de/artifacts/423583 | https://cdli.mpiwg-berlin.mpg.de/artifacts/423584 | https://cdli.mpiwg-berlin.mpg.de/artifacts/431214,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Elili,293,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,117,Elili,,,,Q13649246,,,,,,,"Elili: ""117"",",63,RIME 1,1.13.9,405,Elili,1,UR,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/222844 | https://cdli.mpiwg-berlin.mpg.de/artifacts/222845 | https://cdli.mpiwg-berlin.mpg.de/artifacts/423583 | https://cdli.mpiwg-berlin.mpg.de/artifacts/423584 | https://cdli.mpiwg-berlin.mpg.de/artifacts/431214,Elili,,Elili E1.13.9 / 405,1.13.9 / 405
,,,Em,3,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,Em,16,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q887355,https://www.wikidata.org/wiki/Q887355,Enannatum1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,En-anna-tum I,Enannatum1,196,En-anna-tum I,Q887355,http://www.wikidata.org/entity/Q887355,En-anna-tum I,-2500-01-01T00:00:00Z,-2500-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,49,En-anatum I,,Q887355,,Q13649246,,,,,,,"En-anatum I: ""49"",",22,RIME 1,1.9.4,169,En-anatum I,1,LAGAŠ,,,,Q887355,,,,En-anatum I E1.9.4 / 169,1.9.4 / 169
,Q1339935,https://www.wikidata.org/wiki/Q1339935,Enannatum2,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eannatum II,Enannatum2,272,Eannatum II,Q1339935,http://www.wikidata.org/entity/Q1339935,Eannatum II,-2450-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/bfe57ff205704c38edadd1d753a4a7ea,,,,,http://www.wikidata.org/entity/Q932495,ensí,,,,,Q6581097,,,,,,,,,,53,En-anatum II,,Q1339935,,Q13649246,,,,,,,"En-anatum II: ""53"",",24,RIME 1,1.9.6,237,En-anatum II,1,LAGAŠ,,,,Q1339935,,,,En-anatum II E1.9.6 / 237,1.9.6 / 237
,Q2348316,https://www.wikidata.org/wiki/Q2348316,Enentarzi,88,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enetarzi,Enentarzi,450,Enetarzi,Q2348316,http://www.wikidata.org/entity/Q2348316,Enetarzi,,,,,,,,,,,,,Q6581097,,,,,,,,,,55,En-entarzi,,Q2348316,,Q13649246,,,,,,,"En-entarzi: ""55"",",25,RIME 1,1.9.7,239,En-entarzi,1,LAGAŠ,,,,Q2348316,,,,En-entarzi E1.9.7 / 239,1.9.7 / 239
,Q887290,https://www.wikidata.org/wiki/Q887290,Enlil-bani,71,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enlil-bani,Enlil-bani,453,Enlil-bani,Q887290,http://www.wikidata.org/entity/Q887290,Enlil-bani,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,201,Enlil-bani,,,,Q13649246,,,,,,,"Enlil-bani: ""201"",",174,RIME 4,4.1.10,77,Enlil-bani,2,ISIN,,,,Q887290,,,,Enlil-bani E4.1.10 / 77,4.1.10 / 77
,Q2619561,https://www.wikidata.org/wiki/Q2619561,Enlil-nadin-apli,3,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enlil-nadin-apli,Enlil-nadin-apli,188,Enlil-nadin-apli,Q2619561,http://www.wikidata.org/entity/Q2619561,Enlil-nadin-apli,-1200-01-01T00:00:00Z,-1100-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q721199,https://www.wikidata.org/wiki/Q721199,Enlil-nasir1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enlil-nasir I,Enlil-nasir1,265,Enlil-nasir I,Q721199,http://www.wikidata.org/entity/Q721199,Enlil-nasir I,-1600-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q374590,https://www.wikidata.org/wiki/Q374590,Enlil-nerari,6,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enlil-nirari,Enlil-nerari,473,Enlil-nirari,Q374590,http://www.wikidata.org/entity/Q374590,Enlil-nirari,-1400-01-01T00:00:00Z,-1306-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Enlilpabilgagi,3,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Enlilpabilgagi,509,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,99,Pa-bilga,,Q96398050,,Q13649246,,,,,,,"Pa-bilga: ""99"",",47,RIME 1,1.12.1,361,Pa-bilga ...,1,GISA AND UMMA,,,,Q96398050,,,,Pa-bilga ... E1.12.1 / 361,1.12.1 / 361
,Q379896,https://www.wikidata.org/wiki/Q379896,Enmetena,176,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Entemena,Enmetena,259,Entemena,Q379896,http://www.wikidata.org/entity/Q379896,Entemena,-2429-01-01T00:00:00Z,-2389-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,51,En-metena,,Q379896,,Q13649246,,,,,,,"En-metena: ""51"",",23,RIME 1,1.9.5,193,En-metena,1,LAGAŠ,,,,Q379896,,,,En-metena E1.9.5 / 193,1.9.5 / 193
,,,Enna-il,1,,https://cdli.mpiwg-berlin.mpg.de/artifacts/5984,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Enna-il,458,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,83,Enna-il,,,,Q13649246,,,,,,,"Enna-il: ""83"",",18,RIME 1,1.8.3,75,Enna-il,1,KIS,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/5984,,RULERS WITH THE TITLE “KING OF KIS” WHOSE DYNASTIC AFFILIATIONS ARE UNKNOWN,Enna-il E1.8.3 / 75,1.8.3 / 75
,Q1346234,https://www.wikidata.org/wiki/Q1346234,Enshakushana,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enshakushanna,Enshakushana,52,Enshakushanna,Q1346234,http://www.wikidata.org/entity/Q1346234,Enshakushanna,-2400-01-01T00:00:00Z,-2400-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,123,En-šakuš-Ana,,Q1346234,,Q13649246,,,,,,,"En-šakuš-Ana: ""123"",",69,RIME 1,1.14.17,429,En-šakuš-Ana,1,URUK,,,,Q1346234,,,,En-šakuš-Ana E1.14.17 / 429,1.14.17 / 429
,Q1346234,https://www.wikidata.org/wiki/Q1346234,Enshakushanna,22,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enshakushanna,Enshakushanna,366,Enshakushanna,Q1346234,http://www.wikidata.org/entity/Q1346234,Enshakushanna,-2400-01-01T00:00:00Z,-2400-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379896,https://www.wikidata.org/wiki/Q379896,Entemena,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Entemena,Entemena,386,Entemena,Q379896,http://www.wikidata.org/entity/Q379896,Entemena,-2429-01-01T00:00:00Z,-2389-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Epa'e,2,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Epa'e,132,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,281,E-pa-e,,,,Q13649246,,,,,,,"E-pa-e: ""281"",",7,RIME 1,1.1.7,29,E-IGI.NIM-pa'e,1,ADAB,,,,,13x,Eiginimpae,,E-IGI.NIM-paoe E1.1.7 / 29,1.1.7 / 29
,Q9254350,https://www.wikidata.org/wiki/Q9254350,Epir-mupi,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Epirmupi,Epir-mupi,10,Epirmupi,Q9254350,http://www.wikidata.org/entity/Q9254350,Epirmupi,,,,,,,http://www.wikidata.org/entity/Q932495,ensí,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q359204,https://www.wikidata.org/wiki/Q359204,Eriba-Adad1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eriba-Adad I,Eriba-Adad1,392,Eriba-Adad I,Q359204,http://www.wikidata.org/entity/Q359204,Eriba-Adad I,-1400-01-01T00:00:00Z,-1365-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q536201,https://www.wikidata.org/wiki/Q536201,Eriba-Adad2,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eriba-Adad II,Eriba-Adad2,14,Eriba-Adad II,Q536201,http://www.wikidata.org/entity/Q536201,Eriba-Adad II,-1100-01-01T00:00:00Z,-1060-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q880648,https://www.wikidata.org/wiki/Q880648,Eriba-Marduk,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eriba-Marduk,Eriba-Marduk,194,Eriba-Marduk,Q880648,http://www.wikidata.org/entity/Q880648,Eriba-Marduk,-0750-01-01T00:00:00Z,-0800-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q720814,https://www.wikidata.org/wiki/Q720814,Erishum1,0,,,,,VS Erishum II (Q2625417),NULL,NULL,NULL,,,,,,,,,,,,,,Erishum I,Erishum1,380,Erishum I,Q720814,http://www.wikidata.org/entity/Q720814,Erishum I,-2000-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2997591,https://www.wikidata.org/wiki/Q2997591,Erra-imitti,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Erra-imitti,Erra-imitti,333,Erra-imitti,Q2997591,http://www.wikidata.org/entity/Q2997591,Erra-imitti,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,199,Erra-imitti,,,,Q13649246,,,,,,,"Erra-imitti: ""199"",",173,RIME 4,4.1.9,76,Erra-imitti,2,ISIN,,,,Q2997591,,,,Erra-imitti E4.1.9 / 76,4.1.9 / 76
,Q1265570,https://www.wikidata.org/wiki/Q1265570,Erridu-pizir,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Erridupizir,Erridu-pizir,446,Erridupizir,Q1265570,http://www.wikidata.org/entity/Q1265570,Erridupizir,-2300-01-01T00:00:00Z,-2300-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,139,Erridupizir,,,,Q13649246,,,,,,,"Erridupizir: ""139"",",85,RIME 2,2.2.1,220,Erridu-pizir,1,GUTIUM,,,,Q1265570,,,,Erridu-pizir E2.2.1 / 220,2.2.1 / 220
,Q193912,https://www.wikidata.org/wiki/Q193912,Esarhaddon,550,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Esarhaddon,Esarhaddon,116,Esarhaddon,Q193912,http://www.wikidata.org/entity/Q193912,Esarhaddon,-0800-01-01T00:00:00Z,-0668-10-19T00:00:00Z,,,http://www.wikidata.org/entity/Q171191,Ashurbanipal,http://www.wikidata.org/entity/Q28124026,King of Assyria,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1386185,https://www.wikidata.org/wiki/Q1386185,Eshpum,9,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eshpum,Eshpum,437,Eshpum,Q1386185,http://www.wikidata.org/entity/Q1386185,Eshpum,-2300-01-01T00:00:00Z,-2300-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1980785,https://www.wikidata.org/wiki/Q1980785,Eulmash-shakin-shumi,21,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Eulmash-shakin-shumi,Eulmash-shakin-shumi,493,Eulmash-shakin-shumi,Q1980785,http://www.wikidata.org/entity/Q1980785,Eulmash-shakin-shumi,-1100-01-01T00:00:00Z,-1000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GG,0,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,GG,277,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q96379509,https://www.wikidata.org/wiki/Q96379509,Gishakidu,7,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Gishakidu,Gishakidu,475,Gishakidu,Q96379509,http://www.wikidata.org/entity/Q96379509,Gishakidu,,,,,,,,,,,,,Q6581097,,,,,,,,,,107,Giša-kidu,,Q96379509,,Q13649246,,,,,,,"Giša-kidu: ""107"",",52,RIME 1,1.12.6,371,Giša-kidu,1,GISA AND UMMA,,,,Q96379509,,Gishakidu,7x,Œiša-kidu E1.12.6 / 371,1.12.6 / 371
,Q310336,https://www.wikidata.org/wiki/Q310336,Gudea,3154,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Gudea,Gudea,193,Gudea,Q310336,http://www.wikidata.org/entity/Q310336,Gudea,-2200-01-01T00:00:00Z,-2200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q932495,ensí,,,,,Q6581097,,,,,,,,,,23,Gudea,,Q310336,,Q13649246,,,,,,,"Gudea: ""23"",",133,RIME 3.1,3/1.1.7,26,Gudea,3,LAGAŠ,,,,Q310336,,,,Gudea E3/1.1.7 / 26,3/1.1.7 / 26
,,,Gulla,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/225853 | https://cdli.mpiwg-berlin.mpg.de/artifacts/431186,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Gulla,241,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1276049,https://www.wikidata.org/wiki/Q1276049,Gungunum,141,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Gungunum,Gungunum,332,Gungunum,Q1276049,http://www.wikidata.org/entity/Q1276049,Gungunum,-2000-01-01T00:00:00Z,-2000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q116,monarch,,,,,Q6581097,,,,,,,,,,213,Gungunum,,,,Q13649246,,,,,,,"Gungunum: ""213"",",184,RIME 4,4.2.5,114,Gungunum,1,LARSA,,,,Q1276049,,,,Gungunum E4.2.5 / 114,4.2.5 / 114
,,,Hada-Adda,1,,https://cdli.mpiwg-berlin.mpg.de/artifacts/216736,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Hada-Adda,49,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hadni-Addu,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/448262 | https://cdli.mpiwg-berlin.mpg.de/artifacts/519257,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Hadni-Addu,143,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hala-Baba,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/222297 | https://cdli.mpiwg-berlin.mpg.de/artifacts/432070,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Hala-Baba,263,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,177,Hala-Bau,,,,Q13649246,,,,,,,"Hala-Bau: ""177"",",139,RIME 3.1,3/1.1.0,208,Hala-Bau,3,LAGAŠ,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/222297 | https://cdli.mpiwg-berlin.mpg.de/artifacts/432070,Hala-Baba,,Hala-Bau E311.1.0 / 208,311.1.0 / 208
,,,Hallutash-inshushinak2,0,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Hallutash-inshushinak2,365,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q36359,https://www.wikidata.org/wiki/Q36359,Hammurapi,2064,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Hammurabi,Hammurapi,185,Hammurabi,Q36359,http://www.wikidata.org/entity/Q36359,Hammurabi,-1809-01-01T00:00:00Z,-1749-01-01T00:00:00Z,http://www.wikidata.org/entity/Q374546,Sin-Muballit,http://www.wikidata.org/entity/Q325917,Samsu-iluna,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,237,Hammu-rabi,,,,Q13649246,,,,,,,"Hammu-rabi: ""237"",",202,RIME 4,4.3.6,332,Hammu-rapi,1,BABYLON,,,,Q36359,disambiguation needed,Hammurapi(Babylon),https://de.wikipedia.org/wiki/Hammurapi,Hammu-rapi E4.3.6 / 332,4.3.6 / 332
,Q11925303,https://www.wikidata.org/wiki/Q11925303,Haya-sumu,3,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Haya-Sumu,Haya-sumu,322,Haya-Sumu,Q11925303,http://www.wikidata.org/entity/Q11925303,Haya-Sumu,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HE,4,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,HE,344,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Himdiya,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/448261 | https://cdli.mpiwg-berlin.mpg.de/artifacts/519256,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Himdiya,234,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,0,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,HR,214,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Humbannumens1,0,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Humbannumens1,71,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IB,9,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,IB,403,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4202987,https://www.wikidata.org/wiki/Q4202987,IB-LUL-il,8,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Iblul-Il,IB-LUL-il,345,Iblul-Il,Q4202987,http://www.wikidata.org/entity/Q4202987,Iblul-Il,-3000-01-01T00:00:00Z,-3000-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q11926319,https://www.wikidata.org/wiki/Q20099314,Ibal-pi-el,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ibalpiel II,Ibal-pi-el,427,Ibalpiel II,Q11926319,http://www.wikidata.org/entity/Q11926319,Ibalpiel II,,,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q20099314,https://www.wikidata.org/wiki/Q20099314,Ibalpiel,0,,disambiguation needed,,,disambiguation page,NULL,NULL,NULL,,,,,,,,,,,,,,Ibalpiel,Ibalpiel,347,Ibalpiel,Q20099314,http://www.wikidata.org/entity/Q20099314,Ibalpiel,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q11926319,https://www.wikidata.org/wiki/Q11926319,Ibalpiel2,0,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ibalpiel II,Ibalpiel2,54,Ibalpiel II,Q11926319,http://www.wikidata.org/entity/Q11926319,Ibalpiel II,,,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q352752,https://www.wikidata.org/wiki/Q352752,Ibbi-Ibbi-Suen,0,,,,,type-o (difficult to fix),Q109384761,Q723587,4,,,,,,,,,,,,,,Ibbi-Sin,Ibbi-Ibbi-Suen,200,Ibbi-Sin,Q352752,http://www.wikidata.org/entity/Q352752,Ibbi-Sin,-2050-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/507b4ec9af9818b569ea74a5333ff651,,,,,,,,,,,Q6581097,,,,,,,,,,37,Ibbi-Suen,,Q352752,,Q13649246,,,,,,,"Ibbi-Suen: ""37"",",145,RIME 3.2,3/2.1.5,361,Ibbi-Sîn,3,UR,,,,Q352752,disambiguation needed,,,Ibbi-Sin E3/2.1.5 / 361,3/2.1.5 / 361
,Q352752,https://www.wikidata.org/wiki/Q352752,Ibbi-suen,7896,,,,,,Q109384761,Q723587,5,,,,,,,,,,,,,,Ibbi-Sin,Ibbi-suen,40,Ibbi-Sin,Q352752,http://www.wikidata.org/entity/Q352752,Ibbi-Sin,-2050-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/507b4ec9af9818b569ea74a5333ff651,,,,,,,,,,,Q6581097,,,,,,,,,,37,Ibbi-Suen,,Q352752,,Q13649246,,,,,,,"Ibbi-Suen: ""37"",",145,RIME 3.2,3/2.1.5,361,Ibbi-Sîn,3,UR,,,,Q352752,disambiguation needed,,,Ibbi-Sin E3/2.1.5 / 361,3/2.1.5 / 361
,Q352752,https://www.wikidata.org/wiki/Q352752,Ibbi1-Suen,0,,,,,type-o fixed 10/23/22,Q109384761,Q723587,4,,,,,,,,,,,,,,Ibbi-Sin,Ibbi1-Suen,407,Ibbi-Sin,Q352752,http://www.wikidata.org/entity/Q352752,Ibbi-Sin,-2050-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/507b4ec9af9818b569ea74a5333ff651,,,,,,,,,,,Q6581097,,,,,,,,,,37,Ibbi-Suen,,Q352752,,Q13649246,,,,,,,"Ibbi-Suen: ""37"",",145,RIME 3.2,3/2.1.5,361,Ibbi-Sîn,3,UR,,,,Q352752,disambiguation needed,,,Ibbi-Sin E3/2.1.5 / 361,3/2.1.5 / 361
,,,Ibni-shadum,3,,https://cdli.mpiwg-berlin.mpg.de/artifacts/503197 | https://cdli.mpiwg-berlin.mpg.de/artifacts/503117 | https://cdli.mpiwg-berlin.mpg.de/artifacts/459193,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Ibni-shadum,414,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2622775,https://www.wikidata.org/wiki/Q2622775,Iddin-Dagan,37,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Iddin-Dagan,Iddin-Dagan,410,Iddin-Dagan,Q2622775,http://www.wikidata.org/entity/Q2622775,Iddin-Dagan,-2000-01-01T00:00:00Z,-1953-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,189,Iddin-Dagan,,,,Q13649246,,,,,,,"Iddin-Dagan: ""189"",",167,RIME 4,4.1.3,22,Iddin-Dagân,2,ISIN,,,,Q2622775,,,,Iddin-Dagân E4.1.3 / 22,4.1.3 / 22
,,,Iddin-narim,4,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Iddin-narim,289,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Iddin-Shamash,0,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Iddin-Shamash,368,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
